drugname,pt,A,drug_reports,reaction_reports,B,C,D,A_adj,B_adj,C_adj,D_adj,PRR,ROR,ChiSquare,ROR_Lower95,ROR_Upper95,Signal
IMRALDI,THYMOMA BENIGN,6,50,6,44,0,385228,6,44.0,0.5,385228,92454.84,105062.18181818182,46228.07991777238,5780.0764842377175,1909674.0464416912,🔴 Strong
TENORMIN,LIGAMENTUM FLAVUM HYPERTROPHY,5,7,8,2,3,385268,5,2.0,3.0,385268,91731.19047619047,321056.6666666667,171995.80352327164,43781.71426996709,2354347.812319884,🔴 Strong
HEXACHLOROPHENE,VASCULAR MALFORMATION,9,9,13,0,4,385265,9,0.5,4.0,385265,91247.9210526316,1733692.5,266728.1537814638,85309.79641517521,35232643.97360096,🔴 Strong
ALPHA LIPOIC ACID,MIGRAINE WITHOUT AURA,8,8,12,0,4,385266,8,0.5,4.0,385266,90651.76470588236,1541064.0,256849.3332779609,75163.35817590868,31596223.342468955,🔴 Strong
ALPHA LIPOIC ACID,PINEAL GLAND CYST,8,8,12,0,4,385266,8,0.5,4.0,385266,90651.76470588236,1541064.0,256849.3332779609,75163.35817590868,31596223.342468955,🔴 Strong
DIACEREIN,BRAIN SCAN ABNORMAL,8,8,12,0,4,385266,8,0.5,4.0,385266,90651.76470588236,1541064.0,256849.3332779609,75163.35817590868,31596223.342468955,🔴 Strong
RASBURICASE,CUTANEOUS T-CELL LYMPHOMA STAGE I,4,17,5,13,1,385260,4,13.0,1.0,385260,90649.64705882354,118541.53846153848,72519.05878227564,12397.50375098044,1133461.7535176885,🔴 Strong
MITOMYCIN,GLAUCOMA DRAINAGE DEVICE EXPOSURE,4,34,4,30,0,385244,4,30.0,0.5,385244,90645.76470588236,102731.73333333334,45323.29408100392,5314.408224673555,1985886.0267211404,🔴 Strong
SOAP,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,12,13,16,1,4,385261,12,1.0,4.0,385261,88907.30769230769,1155783.0,266726.99987081834,120219.3579764563,11111640.966761855,🔴 Strong
DAFALGAN,AVOIDANT PERSONALITY DISORDER,3,26,3,23,0,385252,3,23.0,0.5,385252,88904.42307692309,100500.52173913045,44452.49997933544,4896.137455463422,2062923.0616405208,🔴 Strong
BENSERAZIDE\LEVODOPA,PERIPHERAL CIRCULATORY FAILURE,5,5,9,0,4,385269,5,0.5,4.0,385269,87562.04545454546,963172.5,214041.11108227156,44806.1601473569,20704770.54282844,🔴 Strong
PROVAS,MERYCISM,5,5,9,0,4,385269,5,0.5,4.0,385269,87562.04545454546,963172.5,214041.11108227156,44806.1601473569,20704770.54282844,🔴 Strong
ZILRETTA,INJECTION SITE JOINT INFECTION,6,53,6,47,0,385225,6,47.0,0.5,385225,87220.8679245283,98355.31914893616,43611.05652091128,5416.295650418222,1786048.8845622945,🔴 Strong
GLYCERIN\MINERAL OIL\PETROLATUM,BRAIN COMPRESSION,4,4,8,0,4,385270,4,0.5,4.0,385270,85616.44444444444,770540.0,192636.99997923555,34745.77048810902,17087889.641221005,🔴 Strong
ILOPERIDONE,DECREASED EYE CONTACT,4,4,8,0,4,385270,4,0.5,4.0,385270,85616.44444444444,770540.0,192636.99997923555,34745.77048810902,17087889.641221005,🔴 Strong
METEOSPASMYL (ALVERINE CITRATE\DIMETHICONE),BRAIN COMPRESSION,4,4,8,0,4,385270,4,0.5,4.0,385270,85616.44444444444,770540.0,192636.99997923555,34745.77048810902,17087889.641221005,🔴 Strong
SIGNIFOR LAR,URETHRAL CARUNCLE,4,37,4,33,0,385241,4,33.0,0.5,385241,83295.45945945947,93391.75757575755,41648.10807106883,4840.749881915799,1801791.167866991,🔴 Strong
CYCLOPHOSPHAMIDE\EPIRUBICIN HYDROCHLORIDE\FLUOROURACIL,HYPERPROTEINAEMIA,3,3,7,0,4,385271,3,0.5,4.0,385271,82558.92857142857,577906.5,165117.42855808002,24758.064137832534,13489581.450429477,🔴 Strong
EXCEDRIN,VANISHING TWIN SYNDROME,3,14,4,11,1,385263,3,11.0,1.0,385263,82556.57142857142,105071.72727272728,61916.57140539716,10130.44440940864,1089791.0719317428,🔴 Strong
TRANDATE,MECHANICAL VENTILATION COMPLICATION,3,14,4,11,1,385263,3,11.0,1.0,385263,82556.57142857142,105071.72727272728,61916.57140539716,10130.44440940864,1089791.0719317428,🔴 Strong
AFATINIB,CHORDOMA,4,19,5,15,1,385258,4,15.0,1.0,385258,81107.15789473683,102735.46666666666,64884.96837955144,10838.793521788692,973777.763180046,🔴 Strong
PENICILLIN V,BK POLYOMAVIRUS TEST POSITIVE,4,19,5,15,1,385258,4,15.0,1.0,385258,81107.15789473683,102735.46666666666,64884.96837955144,10838.793521788692,973777.763180046,🔴 Strong
URAPIDIL,OSTEORRHAGIA,9,43,10,34,1,385234,9,34.0,1.0,385234,80630.58139534884,101973.70588235294,72567.6067798363,12572.66994853345,827082.6112470712,🔴 Strong
BROMHEXINE HYDROCHLORIDE,CENTRAL NERVOUS SYSTEM MASS,10,12,14,2,4,385262,10,2.0,4.0,385262,80263.75000000001,481577.5,229327.61891882785,79046.29559003617,2933937.470125844,🔴 Strong
BROMHEXINE HYDROCHLORIDE,WALL MOTION SCORE INDEX ABNORMAL,10,12,14,2,4,385262,10,2.0,4.0,385262,80263.75000000001,481577.5,229327.61891882785,79046.29559003617,2933937.470125844,🔴 Strong
AMBROXOL HYDROCHLORIDE,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,14,34,16,20,2,385242,14,20.0,2.0,385242,79314.94117647059,134834.7,-89666.36912576837,28759.37596791102,632155.452342749,🟢 Weak
DOCUSATE SODIUM,PULMONARY MALFORMATION,4,39,4,35,0,385239,4,35.0,0.5,385239,79023.48717948717,88054.62857142858,39512.102526833056,4569.244779615755,1696914.476423448,🔴 Strong
IOBITRIDOL,CENTRAL NERVOUS SYSTEM MASS,11,18,14,7,3,385257,11,7.0,3.0,385257,78478.88888888889,201801.2857142857,184987.96010639227,46121.63918069723,882964.2579785506,🔴 Strong
IOBITRIDOL,WALL MOTION SCORE INDEX ABNORMAL,11,18,14,7,3,385257,11,7.0,3.0,385257,78478.88888888889,201801.2857142857,184987.96010639227,46121.63918069723,882964.2579785506,🔴 Strong
SMECTA,BRAIN COMPRESSION,4,5,8,1,4,385269,4,1.0,4.0,385269,77054.6,385269.0,154108.39996781512,34933.27337238363,4249020.719551079,🔴 Strong
PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE,COAGULATION FACTOR V LEVEL ABNORMAL,6,10,9,4,3,385265,6,4.0,3.0,385265,77053.59999999999,192632.5,154106.79992317123,35281.94993957422,1051735.5225491205,🔴 Strong
SANDOSTATIN,URETHRAL CARUNCLE,4,40,4,36,0,385238,4,36.0,0.5,385238,77047.70000000001,85608.44444444444,38524.199962624,4444.599502926821,1648923.7681306102,🔴 Strong
ZIPRASIDONE,SYDENHAM'S CHOREA,4,40,4,36,0,385238,4,36.0,0.5,385238,77047.70000000001,85608.44444444444,38524.199962624,4444.599502926821,1648923.7681306102,🔴 Strong
PREVNAR 13,COAGULATION FACTOR V LEVEL ABNORMAL,8,40,9,32,1,385237,8,32.0,1.0,385237,77047.6,96309.25,68486.57761904428,11704.72155369683,792455.5567605908,🔴 Strong
TAMOXIFEN CITRATE,UPPER RESPIRATORY FUNGAL INFECTION,4,41,4,37,0,385237,4,37.0,0.5,385237,75168.29268292683,83294.48648648648,37584.487767400766,4326.572788296181,1603572.1155126276,🔴 Strong
ADSTILADRIN,INSTILLATION SITE DISCHARGE,14,72,15,58,1,385205,14,58.0,1.0,385205,74901.16666666666,92980.5172413793,-45183.51781285685,12029.191530116315,718699.7201623946,🟢 Weak
ACETIC ACID\DELTAMETHRIN,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,11,11,16,0,5,385262,11,0.5,5.0,385262,73703.25217391305,1695152.8,264875.18740185373,87262.39425343888,32929912.592154127,🔴 Strong
ASPIRIN CALCIUM,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,11,11,16,0,5,385262,11,0.5,5.0,385262,73703.25217391305,1695152.8,264875.18740185373,87262.39425343888,32929912.592154127,🔴 Strong
HERBALS\PHENYL SALICYLATE,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,11,11,16,0,5,385262,11,0.5,5.0,385262,73703.25217391305,1695152.8,264875.18740185373,87262.39425343888,32929912.592154127,🔴 Strong
FOLLITROPIN BETA,OVARIAN HAEMORRHAGE,4,7,7,3,3,385268,4,3.0,3.0,385268,73384.95238095238,171230.22222222222,125801.63261412802,26218.07849765633,1118304.2649327856,🔴 Strong
TECELEUKIN,NEUROBLASTOMA RECURRENT,4,7,7,3,3,385268,4,3.0,3.0,385268,73384.95238095238,171230.22222222222,125801.63261412802,26218.07849765633,1118304.2649327856,🔴 Strong
NITROUS OXIDE,GAS POISONING,4,42,4,38,0,385236,4,38.0,0.5,385236,73378.38095238095,81102.31578947368,36689.52377195006,4214.651161937395,1560647.6962596164,🔴 Strong
GLYCERIN\MINERAL OIL\PETROLATUM,ANTICIPATORY ANXIETY,3,4,7,1,4,385270,3,1.0,4.0,385270,72238.875,288952.5,123836.8928361004,24532.06517228325,3403445.5179330925,🔴 Strong
METEOSPASMYL (ALVERINE CITRATE\DIMETHICONE),ANTICIPATORY ANXIETY,3,4,7,1,4,385270,3,1.0,4.0,385270,72238.875,288952.5,123836.8928361004,24532.06517228325,3403445.5179330925,🔴 Strong
DEXTROAMPHETAMINE SULFATE,CORONARY OSTIAL STENOSIS,3,32,3,29,0,385246,3,29.0,0.5,385246,72233.71875,79706.06896551725,36117.093728830056,3905.371761181728,1626748.4425127876,🔴 Strong
PREDNAZOLINE,BRAIN SCAN ABNORMAL,7,7,12,0,5,385266,7,0.5,5.0,385266,71917.25333333334,1078744.8,224742.5832803403,53704.58755957227,21668360.123540822,🔴 Strong
CEFUROXIME SODIUM,PYRAMIDAL TRACT SYNDROME,5,27,6,22,1,385250,5,22.0,1.0,385250,71342.77777777777,87556.81818181818,59451.574009329874,9824.968298871288,780276.9614029862,🔴 Strong
BENSERAZIDE\LEVODOPA,NEUROGLYCOPENIA,5,5,10,0,5,385268,5,0.5,5.0,385268,70049.63636363637,770536.0,192636.4999675555,36990.67268274841,16050687.49054945,🔴 Strong
LEVOBUPIVACAINE HYDROCHLORIDE,POOR SUCKING REFLEX,6,11,9,5,3,385264,6,5.0,3.0,385264,70048.54545454544,154105.6,140096.36355448543,29897.695067611112,794326.6495177862,🔴 Strong
FLUDROCORTISONE,BINOCULAR EYE MOVEMENT DISORDER,7,39,8,32,1,385238,7,32.0,1.0,385238,69145.46153846155,84270.8125,60501.78513163225,10076.955867747458,704733.6450226611,🔴 Strong
BICALUTAMIDE,CENTRAL NERVOUS SYSTEM MASS,13,73,14,60,1,385204,13,60.0,1.0,385204,68598.1506849315,83460.86666666667,-57925.035424583766,10747.88011753401,648101.410564424,🟢 Weak
BICALUTAMIDE,WALL MOTION SCORE INDEX ABNORMAL,13,73,14,60,1,385204,13,60.0,1.0,385204,68598.1506849315,83460.86666666667,-57925.035424583766,10747.88011753401,648101.410564424,🟢 Weak
LEVALBUTEROL HYDROCHLORIDE,COAGULATION FACTOR V LEVEL ABNORMAL,4,4,9,0,5,385269,4,0.5,5.0,385269,68493.15555555555,616430.4,171232.44442137284,28675.94249430842,13251053.14741018,🔴 Strong
CLAVULANIC ACID,RASH SCARLATINIFORM,6,17,8,11,2,385259,6,11.0,2.0,385259,67987.23529411765,105070.63636363635,101979.970498536,19080.538718596123,578591.558062245,🔴 Strong
MITOXANTRONE,GRANULICATELLA INFECTION,3,34,3,31,0,385244,3,31.0,0.5,385244,67984.32352941176,74563.35483870968,33992.38233164241,3658.574502791186,1519633.9122141036,🔴 Strong
AVIBACTAM SODIUM\CEFTAZIDIME,SKIN MACERATION,8,91,8,83,0,385187,8,83.0,0.5,385187,67725.27472527474,74252.9156626506,33863.296551783154,4230.078845007992,1303402.5337166698,🔴 Strong
DITIOCARB,RADIATION INFLAMMATION,7,8,12,1,5,385265,7,1.0,5.0,385265,67422.25,539371.0,196648.52075849415,55652.10341259371,5227494.700140408,🔴 Strong
GESTODENE,NEUROMA,3,3,8,0,5,385270,3,0.5,5.0,385270,66047.14285714286,462324.0,144477.37498540003,20422.565406395603,10466044.628705855,🔴 Strong
GESTODENE,PHONOPHOBIA,3,3,8,0,5,385270,3,0.5,5.0,385270,66047.14285714286,462324.0,144477.37498540003,20422.565406395603,10466044.628705855,🔴 Strong
LITHIUM CITRATE,INTERNAL FIXATION OF FRACTURE,3,3,8,0,5,385270,3,0.5,5.0,385270,66047.14285714286,462324.0,144477.37498540003,20422.565406395603,10466044.628705855,🔴 Strong
ZELDOX,INTERNAL FIXATION OF FRACTURE,4,6,8,2,4,385268,4,2.0,4.0,385268,64211.99999999999,192634.0,128422.6666285986,27134.0520352109,1367575.2485418094,🔴 Strong
BEXAROTENE,CUTANEOUS T-CELL LYMPHOMA STAGE I,4,24,5,20,1,385253,4,20.0,1.0,385253,64208.99999999999,77050.6,51366.266625484524,8245.901463889404,719969.1854624414,🔴 Strong
CHLORMADINONE ACETATE,EAR CANAL INJURY,4,24,5,20,1,385253,4,20.0,1.0,385253,64208.99999999999,77050.6,51366.266625484524,8245.901463889404,719969.1854624414,🔴 Strong
CALCIUM PANTOTHENATE,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,13,26,16,13,3,385249,13,13.0,3.0,385249,64208.66666666667,128416.33333333331,-142251.7207214098,32695.20274230715,504378.4189611081,🟢 Weak
VITAMIN B6,NIKOLSKY'S SIGN TEST,3,36,3,33,0,385242,3,33.0,0.5,385242,64207.08333333333,70044.0,32103.74997858673,3441.1096478346653,1425749.958036713,🔴 Strong
VENTAVIS,MULTIPLE EPIPHYSEAL DYSPLASIA,8,48,9,40,1,385229,8,40.0,1.0,385229,64205.0,77045.8,57070.66650401148,9417.14383338213,630345.6124985284,🔴 Strong
CABERGOLINE,ANDROPAUSE,7,43,8,36,1,385234,7,36.0,1.0,385234,62712.674418604656,74906.61111111111,54872.97952525596,8985.395029025123,624457.8418674157,🔴 Strong
ABACAVIR,CORONARY OSTIAL STENOSIS,3,37,3,34,0,385241,3,34.0,0.5,385241,62471.5945945946,67983.70588235294,31235.99997853411,3341.790059622326,1383026.5166389882,🔴 Strong
NYSTATIN,POLYGLANDULAR DISORDER,5,62,5,57,0,385216,5,57.0,0.5,385216,62131.6935483871,67581.75438596492,31066.20961776329,3649.6016940828295,1251449.8591147445,🔴 Strong
COLESEVELAM HYDROCHLORIDE,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,13,27,16,14,3,385248,13,14.0,3.0,385248,61830.40740740741,119243.42857142857,-136984.4570299345,30595.53830247744,464740.8101434846,🟢 Weak
MYOVIEW,RADIOISOTOPE SCAN ABNORMAL,7,11,11,4,4,385263,7,4.0,4.0,385263,61292.47727272727,168552.5625,156016.57840857378,35014.01359395502,811388.453057014,🔴 Strong
CARMUSTINE,ANAL SQUAMOUS CELL CARCINOMA,10,63,11,53,1,385214,10,53.0,1.0,385214,61145.23809523809,72681.88679245283,55586.3489550651,9141.91015438748,577850.424965687,🔴 Strong
HEXACHLOROPHENE,PARANASAL CYST,9,9,15,0,6,385263,9,0.5,6.0,385263,60831.94736842105,1155789.0,231163.19991590292,60005.98712880277,22261915.459429126,🔴 Strong
DIACEREIN,CEREBRAL ARTERY THROMBOSIS,8,8,14,0,6,385264,8,0.5,6.0,385264,60434.509803921566,1027370.6666666666,220155.42850023543,52860.64119990085,19967417.397295777,🔴 Strong
TINZAPARIN,CONGENITAL MUSCULOSKELETAL DISORDER,12,26,15,14,3,385249,12,14.0,3.0,385249,59269.53846153847,110071.14285714286,142247.63046470625,27988.46699031243,432880.3179563614,🔴 Strong
SMECTA,ANTICIPATORY ANXIETY,3,5,7,2,4,385269,3,2.0,4.0,385269,57790.95,144475.875,99068.57140528578,18785.35196298877,1111146.5198065222,🔴 Strong
ASENAPINE MALEATE,ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,3,10,5,7,2,385266,3,7.0,2.0,385266,57790.2,82557.0,69346.73997793825,11905.021549014631,572502.8065626749,🔴 Strong
CHLORMADINONE,DYSDIADOCHOKINESIS,3,10,5,7,2,385266,3,7.0,2.0,385266,57790.2,82557.0,69346.73997793825,11905.021549014631,572502.8065626749,🔴 Strong
CHLORMADINONE,EAR CANAL INJURY,3,10,5,7,2,385266,3,7.0,2.0,385266,57790.2,82557.0,69346.73997793825,11905.021549014631,572502.8065626749,🔴 Strong
TOCOPHEROL,FRACTIONAL EXHALED NITRIC OXIDE INCREASED,12,20,16,8,4,385254,12,8.0,4.0,385254,57788.7,144470.25,173367.29972798002,38326.57707118627,544573.8891917302,🔴 Strong
PRAZOSIN HYDROCHLORIDE,BODY MASS INDEX ABNORMAL,6,20,8,14,2,385256,6,14.0,2.0,385256,57788.7,82554.85714285714,86681.84990759862,15326.38186372335,444677.9741283216,🔴 Strong
RASAGILINE MESYLATE,BINOCULAR EYE MOVEMENT DISORDER,6,20,8,14,2,385256,6,14.0,2.0,385256,57788.7,82554.85714285714,86681.84990759862,15326.38186372335,444677.9741283216,🔴 Strong
AFINITOR DISPERZ,METASTASES TO SPINAL CORD,4,4,10,0,6,385268,4,0.5,6.0,385268,57077.62962962963,513690.6666666667,154108.79997508266,24402.2613965218,10813674.058013989,🔴 Strong
DICLOFENAC POTASSIUM\METAXALONE,METASTASES TO SPINAL CORD,4,4,10,0,6,385268,4,0.5,6.0,385268,57077.62962962963,513690.6666666667,154108.79997508266,24402.2613965218,10813674.058013989,🔴 Strong
ALDACTONE,COAGULATION FACTOR X LEVEL ABNORMAL,4,54,4,50,0,385224,4,50.0,0.5,385224,57070.2962962963,61635.84,28535.407368954737,3216.211368089682,1181196.2392142357,🔴 Strong
LITHIUM CARBONATE,FACIAL MYOKYMIA,5,68,5,63,0,385210,5,63.0,0.5,385210,56648.60294117648,61144.444444444445,28324.63229282338,3305.602599460933,1131001.9804042492,🔴 Strong
NIRAPARIB TOSYLATE MONOHYDRATE,MYELOID LEUKAEMIA,7,8,13,1,6,385264,7,1.0,6.0,385264,56185.208333333336,449474.6666666667,181521.10568819384,47711.02485814173,4234398.162181492,🔴 Strong
TECARTUS,ANAL SQUAMOUS CELL CARCINOMA,10,69,11,59,1,385208,10,59.0,1.0,385208,55827.391304347824,65289.49152542373,50751.8047527789,8226.71440262226,518155.5472850293,🔴 Strong
IRBESARTAN,AMYLOID ARTHROPATHY,17,235,17,218,0,385043,17,218.0,0.5,385043,55708.42127659574,60052.577981651375,-3271.6962929571146,3595.7825349473105,1002928.315934756,🟢 Weak
ISOPTIN,BRAIN SCAN ABNORMAL,6,7,12,1,6,385265,6,1.0,6.0,385265,55038.71428571428,385265.0,165115.28564865488,40073.53538844118,3703918.777972681,🔴 Strong
NOMEGESTROL,MENINGIOMA SURGERY,3,7,6,4,3,385268,3,4.0,3.0,385268,55038.71428571428,96317.0,82556.35712005371,14747.66915493169,629046.1490246921,🔴 Strong
MICARDIS,URINE CALCIUM/CREATININE RATIO INCREASED,4,14,6,10,2,385262,4,10.0,2.0,385262,55037.71428571428,77052.4,73382.09519706141,12647.407294405808,469429.99522013415,🔴 Strong
DACTINOMYCIN,ANISOMETROPIA,4,28,5,24,1,385249,4,24.0,1.0,385249,55035.71428571428,64208.16666666666,44027.54281680146,6920.987721914516,595679.2342862303,🔴 Strong
OXBRYTA,ACUTE CHEST SYNDROME,10,35,12,25,2,385241,10,25.0,2.0,385241,55034.71428571428,77048.2,91724.0473749395,16061.546840334917,369604.8196511196,🔴 Strong
DEFITELIO,GRANULICATELLA INFECTION,3,42,3,39,0,385236,3,39.0,0.5,385236,55033.78571428572,59267.07692307692,27517.07140688006,2920.332620652094,1202803.5375715438,🔴 Strong
MEFENAMIC ACID,VASCULAR MALFORMATION,9,16,13,7,4,385258,9,7.0,4.0,385258,54177.46874999999,123832.92857142857,150029.4373248105,30799.90428024531,497877.98231606703,🔴 Strong
BROMHEXINE HYDROCHLORIDE,AIRWAY REMODELLING,10,12,16,2,6,385260,10,2.0,6.0,385260,53509.16666666667,321050.0,200660.20817846252,57709.84015833086,1786057.6674135956,🔴 Strong
IMCIVREE,MELANODERMA,4,29,5,25,1,385248,4,25.0,1.0,385248,53137.79310344828,61639.68,42509.18616681863,6653.689466067091,571029.0764062668,🔴 Strong
CANNABIS SATIVA FLOWERING TOP,ALLOIMMUNISATION,7,51,8,44,1,385226,7,44.0,1.0,385226,52874.29411764706,61285.954545454544,46264.2180102326,7385.277789167557,508575.0775761797,🔴 Strong
AZOPT,NIKOLSKY'S SIGN POSITIVE,9,22,12,13,3,385253,9,13.0,3.0,385253,52534.90909090909,88904.53846153847,118202.72707982876,21592.074091801467,366061.0335743675,🔴 Strong
METOCLOPRAMIDE HYDROCHLORIDE,NEOVASCULARISATION,6,44,7,38,1,385233,6,38.0,1.0,385233,52531.90909090909,60826.26315789474,45026.4544520494,7150.870487965462,517396.3499940453,🔴 Strong
REMIFENTANIL,ANAESTHETIC COMPLICATION NEUROLOGICAL,23,85,25,62,2,385191,23,62.0,2.0,385191,52114.34705882353,71446.71774193548,-21101.807580209057,16489.655421733263,309565.8062913744,🟢 Weak
METHIMAZOLE,ANTITHYROID ARTHRITIS SYNDROME,7,104,7,97,0,385174,7,97.0,0.5,385174,51850.41346153846,55592.12371134021,25925.644112146438,3133.028591382687,986420.68803242,🔴 Strong
FOSTER,NEONATAL INFECTION,4,6,9,2,5,385267,4,2.0,5.0,385267,51369.6,154106.8,114152.88884909054,22811.65448969664,1041086.5120268548,🔴 Strong
PREDNAZOLINE,CEREBRAL ARTERY THROMBOSIS,7,7,14,0,7,385264,7,0.5,7.0,385264,51369.46666666667,770528.0,192635.4999364084,39798.64407492208,14917930.311050756,🔴 Strong
PIZOTYLINE,VISUAL PATHWAY DISORDER,8,12,13,4,5,385261,8,4.0,5.0,385261,51368.8,154104.4,158057.02550712033,34861.509927786625,681214.5012810057,🔴 Strong
DEXPANTHENOL,NIKOLSKY'S SIGN TEST,3,45,3,42,0,385233,3,42.0,0.5,385233,51364.46666666667,55033.28571428572,25682.39997819739,2714.8877376578475,1115575.6072341532,🔴 Strong
HALOPERIDOL,PAROXYSMAL PERCEPTUAL ALTERATION,18,270,18,252,0,385008,18,252.0,0.5,385008,51334.46666666667,55001.142857142855,79.01829373461382,3302.0653387445177,916131.3921008072,🔴 Strong
INIPARIB,METASTASES TO BONE MARROW,6,6,13,0,7,385265,6,0.5,7.0,385265,50805.09890109891,660454.2857142857,177817.3845650705,33592.10946282377,12985188.203232884,🔴 Strong
MINERAL OIL\PETROLATUM,PROTOTHECOSIS,6,6,13,0,7,385265,6,0.5,7.0,385265,50805.09890109891,660454.2857142857,177817.3845650705,33592.10946282377,12985188.203232884,🔴 Strong
NOVANTRONE,METASTASES TO BONE MARROW,6,6,13,0,7,385265,6,0.5,7.0,385265,50805.09890109891,660454.2857142857,177817.3845650705,33592.10946282377,12985188.203232884,🔴 Strong
ASTRAZENECA COVID-19 VACCINE,THROMBOSIS WITH THROMBOCYTOPENIA SYNDROME,5,38,6,33,1,385239,5,33.0,1.0,385239,50689.47368421052,58369.545454545456,42240.2192340866,6637.789962393133,513273.8239493674,🔴 Strong
CECLOR,INTERNATIONAL NORMALISED RATIO FLUCTUATION,11,12,18,1,7,385259,11,1.0,7.0,385259,50451.5,605407.0,215821.83317543397,68636.74802253945,5339962.137026656,🔴 Strong
RALTEGRAVIR,GASTROSCHISIS,3,23,4,20,1,385254,3,20.0,1.0,385254,50250.65217391305,57788.1,37686.88041483722,5763.373329631605,579428.8016083547,🔴 Strong
HISTAMINE PHOSPHATE,FALSE NEGATIVE INVESTIGATION RESULT,5,5,12,0,7,385266,5,0.5,7.0,385266,50035.454545454544,550380.0,160529.5832954814,27400.299775291973,11055285.777316729,🔴 Strong
TREMIN,BRAIN SCAN ABNORMAL,5,5,12,0,7,385266,5,0.5,7.0,385266,50035.454545454544,550380.0,160529.5832954814,27400.299775291973,11055285.777316729,🔴 Strong
XIAFLEX,PENILE CONTUSION,12,185,12,173,0,385093,12,173.0,0.5,385093,49958.07567567568,53423.3063583815,24979.783434260444,3143.4065214809966,907947.999330616,🔴 Strong
LEVALBUTEROL,COAGULATION FACTOR V LEVEL ABNORMAL,7,27,9,20,2,385249,7,20.0,2.0,385249,49939.94444444444,67418.575,77683.06160207857,13189.907035225937,344601.68998096086,🔴 Strong
PRAMIPEXOLE DIHYDROCHLORIDE,BINOCULAR EYE MOVEMENT DISORDER,7,54,8,47,1,385223,7,47.0,1.0,385223,49936.444444444445,57373.63829787234,43693.54616913925,6922.93629096515,475482.40127978526,🔴 Strong
NALTREXONE,CERVICOGENIC HEADACHE,8,62,9,54,1,385215,8,54.0,1.0,385215,49705.29032258064,57068.88888888889,44181.73460137543,7016.906139866353,464144.4554186917,🔴 Strong
SODIUM BICARBONATE\SODIUM CHLORIDE,AIRWAY REMODELLING,13,34,16,21,3,385241,13,21.0,3.0,385241,49099.72549019608,79494.1746031746,-108789.10441230662,21103.030955238835,299451.00347167096,🟢 Weak
ARTANE,ASTEATOSIS,7,11,12,4,5,385262,7,4.0,5.0,385262,49033.98181818182,134841.7,143014.40140450554,29813.244485857995,609872.7049823392,🔴 Strong
BRINZOLAMIDE\TIMOLOL MALEATE,NIKOLSKY'S SIGN POSITIVE,7,11,12,4,5,385262,7,4.0,5.0,385262,49033.98181818182,134841.7,143014.40140450554,29813.244485857995,609872.7049823392,🔴 Strong
LEVALBUTEROL HYDROCHLORIDE,COAGULATION FACTOR DEFICIENCY,4,4,11,0,7,385267,4,0.5,7.0,385267,48923.682539682544,440305.1428571429,140098.545428118,21233.26918452961,9130417.795847468,🔴 Strong
BIPERIDEN,HUMAN BITE,8,21,11,13,3,385254,8,13.0,3.0,385254,48921.52380952381,79026.46153846153,106736.55395346072,18836.931133403206,331539.2289254311,🔴 Strong
NABILONE,INSPIRATORY CAPACITY DECREASED,12,19,17,7,5,385254,12,7.0,5.0,385254,48664.2947368421,132087.08571428573,171756.85421087133,36741.44993875574,474858.7288083462,🔴 Strong
CANRENOATE POTASSIUM,ANAEMIA FOLATE DEFICIENCY,4,8,8,4,4,385266,4,4.0,4.0,385266,48158.75,96316.5,96315.49995847154,17641.02075911859,525869.1262213287,🔴 Strong
TIAPRIDE HYDROCHLORIDE,BRAIN COMPRESSION,4,8,8,4,4,385266,4,4.0,4.0,385266,48158.75,96316.5,96315.49995847154,17641.02075911859,525869.1262213287,🔴 Strong
